11595064	11564140
1607491	1307923
939595	856323
11493739	11409962
882605	1052030
720674	1093364
11533312	11178892
1041649	583392
963482	674646
11390219	11352075
647673	1785467
881430	1006739
516646	1008380
11499275	11512247
1146589	852806
1004959	579126
11603014	11806751
1153512	1100900
966916	1117375
11563132	11402754
1167008	1183987
1094784	848890
11432221	11318810
462364	746673
470928	1044274
11316285	11417336
942755	965584
446945	747475
443074	531185
11020863	11623639
374362	673437
259200	583060
12159326	11607742
1063590	1158091
1216908	722155
11577168	11402383
1035261	1068506
1001209	1332559
11819355	11595619
1321672	1038009
628438	994526
11041888	11874263
1105882	988930
1036883	1338653
1266580	607706
12299467	11014779
587837	610817
516382	283668
11782141	10984170
1015893	1131220
1418453	728175
11221361	11804314
946678	1082642
840107	874687
11420503	11597961
997093	1121811
1184875	1229436
11524899	11479290
969162	1031506
1118096	818050
731906	615636
12492520	11502580
658270	1303210
435010	1175579
11679841	12162592
944672	1173162
1014198	1236068
11548817	11798000
1094138	820175
873266	952834
14163195	10956250
1152331	864328
1455154	897476
11685767	11387598
1326634	830989
1062812	1035809
1026514	436356
11507207	11592171
653735	535704
607866	657776
11492028	11567733
1280001	1066675
1023437	909478
12079533	10827733
680359	473080
738238	540818
10987756	10412505
752037	302200
850539	289767
11761796	10529621
1160236	358937
703751	352075
740743	243785
11766932	12222760
1419221	1498072
896012	676088
11791174	11629493
714042	1095338
871600	1044174
11614736	11212566
967069	848218
830860	572584
11290675	11612986
1498102	923408
926373	600238
12067686	11359527
1557629	1251529
944267	941581
897092	535570
11927354	11630984
1109623	1046134
820221	1282955
11430382	12087258
786092	1005469
1148110	725944
11837074	11556528
805520	1064998
632133	1353735
10680089	11447646
462774	1102168
303471	468051
10454673	12149422
288690	1153537
285805	994216
285777	430634
11708585	11509630
920898	584258
431248	582568
10899954	11757447
511807	1068946
514083	798383
11444105	11474764
809717	788220
740873	647645
11633812	11118089
990555	946406
997766	703106
11257190	11414575
1507448	1034969
792360	976035
1149456	588310
11664078	11299730
1064753	1042717
716951	654639
11005990	12283918
532397	1260754
580111	644974
12536224	11504759
1249438	1045428
782901	878144
11436747	10971717
887360	382230
908974	392402
11802344	11189458
1180196	1227998
750324	737810
769750	497148
11659481	11778019
714485	1070847
701986	1226373
11825941	11703191
1062304	694710
693438	598353
11526549	11888975
1004249	1038426
955723	988178
11844195	12055315
1500146	821271
1237727	717725
11348086	11304688
1050047	1027644
778372	1107377
728547	674207
11973179	11583602
834733	522754
987812	683924
11434618	11673286
1326127	1008300
1199236	1115927
11181190	11312246
611889	1108925
700086	640352
11581009	11610753
999779	1471239
856045	826003
11513139	11507067
965821	1099466
1650517	1033938
528600	1342221
11703641	11750870
1047343	570647
916166	608680
11754420	12015788
969259	922890
675564	1180390
11427880	11286011
981997	1012033
829512	870885
11558520	11487509
895768	1449774
987171	965366
11357373	11114130
1122211	915664
1209787	837562
1233502	688100
11991241	11865486
1552155	1297912
1183295	460708
11573519	11420814
1123977	1488250
1014200	1050340
11077260	11855400
527478	967981
1104619	511773
10733218	11109772
206347	1180322
327837	690415
10894228	11462717
1226065	1296145
1103437	969163
629028	599087
11672706	11641635
750882	1394524
731616	1005215
11855777	11801277
1423231	770257
625898	688454
10981554	11820617
1000492	990076
713772	990028
11850415	11460941
1354267	827573
674765	698435
11176042	11362236
999551	877157
1212369	1360399
1010594	602758
11885876	11810602
682366	584334
359239	837953
11940663	11568023
1165821	989658
996054	958450
11123841	11266779
720684	831191
489450	786752
11445969	11361298
770719	1114308
679479	1000178
11352711	11379654
1286025	993341
1563126	1007560
635597	1316886
11521136	11706092
1030557	852400
1234951	556089
11664685	12102231
923783	1117019
685509	993073
11514229	11773680
1064542	893965
1042639	638866
11471606	11513478
930037	1138934
759787	1223782
11591603	11387665
1539457	1083919
1224282	855948
1130152	1037378
11792548	11531437
1255180	1111822
1072248	636475
11762286	11894191
854134	1301186
822866	1036709
11516134	11643456
1422691	902093
906803	500957
11644368	11416714
636697	1445519
584963	1226919
11789503	11321321
819559	1170793
1124323	861078
351006	672971
10873243	10965729
634146	509046
410382	546164
11406377	11302889
1025267	844570
1000412	883931
11676830	11795455
1450804	887482
679876	627867
11774250	11428926
1041763	873510
1541992	1217398
11210004	11170410
694980	624653
649907	591979
519975	377733
11748664	11480907
1013917	572132
1218374	487989
11812545	11463117
1067939	1043103
550733	1039160
11757328	12530535
1074417	590422
905785	424326
11574219	11846250
1080792	1631594
1065092	964599
11962072	11272947
1263117	1442877
745704	975886
557392	880418
11653237	11486855
933864	1021847
948958	860580
11541029	11781068
1251031	1323305
611555	844807
12283138	11714791
1026580	894819
642229	1202411
11133724	11168679
1471100	444273
1493174	470721
11753530	10435767
1114540	277300
611713	300500
668461	299486
12261591	10426892
1226581	253608
516786	269950
11684551	11181886
1406201	1082646
1334300	938012
11727279	11419515
971142	908732
1316935	825989
11225718	11606735
779985	1290982
574843	1154515
11454990	11535637
1033638	1472645
883307	702243
644310	492148
11773360	11199419
1089800	564870
896026	616651
11390449	11756124
967413	847386
675064	1113422
11080272	10722224
657228	685933
638582	480095
11297929	11814287
856645	732172
1116031	639026
10603588	11085995
313538	977326
285591	901173
297717	897302
10424397	11641611
292145	717271
267427	693069
10533923	11817064
371327	1230317
440697	1112960
10649327	11527430
301316	989542
288490	690036
10393245	11467879
423007	1960912
1073454	854946
10703696	11281974
390631	1714566
277476	925529
367758	871910
10580406	10867343
630275	371269
244824	371861
11221234	11639389
891860	1244116
847901	968223
12340825	12256075
540608	772765
911524	434620
11301995	11285633
988148	1032498
969543	1012457
10994253	12179753
1051466	877109
963923	607210
924646	636129
11602726	11664184
1084391	958068
544943	999281
11162592	11652071
1051812	885600
660453	553140
11322581	11478110
1057920	1416371
965683	1694779
11585755	11354156
1077190	565210
591681	574615
11183882	11127612
1428647	1082698
890105	1065695
699168	949769
12027791	11507841
853037	1385571
671925	1197254
11431739	12045524
843620	849451
761460	426943
11185221	11128294
803839	574409
581435	508727
11321727	11397966
960068	1143962
1384671	1088432
11247095	11036488
679139	546332
353379	436016
376868	364152
11349985	11559071
1058460	915860
377762	774442
12262923	11559046
873222	1022481
1059472	943455
11402468	11581669
1050886	1004215
793322	446147
10670777	11194482
278473	1004249
462194	1219769
10813248	11693670
1016457	1200600
486960	649802
459606	745042
10576132	12168697
230095	1319343
224651	715433
11480735	11628459
1183573	441610
745631	620842
11222363	13164822
1832868	807761
641041	525903
11276910	11786347
836458	1025947
661632	1061443
10831491	11579293
381304	1184289
229868	1023121
269156	927032
11445205	11772225
814639	1007260
1073394	631518
11067636	12178982
509058	1048245
749430	1033844
11096918	11577218
1312497	1007382
556843	988166
10657001	12216822
289892	1067637
300930	644014
10889947	11143167
840005	1076272
589538	2240719
476473	691627
11001715	11939010
699442	1010123
421335	1083442
10519062	12300302
282498	561156
277370	440556
10836113	11309313
657146	1214251
650236	1034829
11194653	11697261
863092	922814
818245	896322
11709891	11091952
1011281	632572
961651	894951
1020892	624950
10929346	11496832
552107	932415
650572	912353
10770844	11314667
427365	744308
887489	596424
11560593	11632676
833785	866496
738418	862361
11002035	11515982
754182	953823
901937	1326459
11269174	11500325
1079916	1223943
1296357	1134097
676352	679137
11152330	11601084
720722	1147033
677473	890109
11520407	11583856
885340	1024485
1068025	734411
11345307	11573053
1449918	841084
1354254	871968
11667436	12096083
1333996	1592786
2113407	1202611
12130534	11446842
617135	675020
557633	696352
533260	453074
11538769	11379842
1173438	605155
814265	860888
10732676	10469578
285681	294898
350926	291156
10950990	11352969
410952	1037455
278821	1096794
11000807	11863419
855726	994179
890274	868373
10533258	11332741
351493	1040066
637081	957916
235807	1149190
11382433	11847110
676228	636755
709439	1012103
10922861	11705400
469151	1401622
595844	734439
11180137	11732051
1035761	725198
1155650	716377
12000670	11492897
1126662	1432832
840050	1205748
11715403	11080281
1454791	1060433
1155102	1195311
610507	1737797
11334821	11680490
887541	872944
707222	1191866
11753926	11844153
1165765	1179956
644224	663672
10854087	10988056
609162	910817
548232	689802
10918300	11499805
573337	1014594
651138	918989
11070979	10994609
577370	640306
514153	826523
541525	644812
12476366	10474362
1355005	287033
688774	403551
11846230	10604175
703169	459274
706806	280069
11604393	11063163
896996	890834
812242	1111131
11501016	10957429
1589677	619860
657004	1073417
11365813	11258122
1105400	1271124
818182	1336167
476195	820549
11310289	12015392
686436	1310104
648121	655629
11484670	11588854
3840923	1314120
509000	1370007
12204434	12541830
1099400	906627
698413	721364
12125273	11803560
1371628	1068846
858041	983194
12071451	11415754
759263	1434462
885140	1464341
706650	817304
10794362	11710317
372097	1006146
352389	1000401
11813355	11881227
980277	881289
685039	1096175
11462779	11508636
991410	1123081
1104694	1197388
11539590	11395115
1090060	1230294
403478	1122947
10696843	11183006
293247	542769
585621	688780
434495	485654
10634644	11546760
273519	1162722
291595	687950
10537466	10873715
412808	311265
248453	305619
11560321	10534795
1450756	224753
660699	218828
11722831	10812729
1243019	733877
1565078	693704
11442754	11804154
1072489	1041403
904973	651496
765541	1091067
11969940	11648063
1005717	1250883
740813	642439
12584534	11866618
1678520	968027
733735	949917
11630728	11865730
1330054	742063
1213193	992347
12097009	11558508
737772	1007492
663686	1109309
11749128	11228389
1492009	1096224
740253	1413314
1311973	906937
11413401	12339991
974997	734457
1069786	602764
11415474	10454005
1139633	395600
872071	546946
12679533	11232947
861020	979346
580011	1176019
10704971	11555951
409445	1133043
481603	833211
11448308	11143367
1189093	403205
1200570	308025
832290	299415
11832265	11769817
1045978	1519056
998403	1013734
12040703	11486549
1082872	652984
741079	463429
11347582	11545578
677072	1245697
912839	1052583
11980576	11698121
1214023	1513684
737564	1000718
11711159	11591094
1281256	961913
1342584	1070383
641257	704537
11966329	11865734
1279318	1310644
907035	916136
12148412	11456481
1249027	1008720
1090979	1454033
12063826	12128353
730340	945205
743008	1081606
11516332	11458378
1360221	1275507
1022572	959706
11102058	11097888
995630	1262471
409491	1013534
513141	1023913
10723105	11601970
405556	982354
330953	682368
11622723	11002605
834136	1117218
990808	1193990
11959097	11479727
1514118	1128867
824831	819991
11724954	11601110
543521	1199354
649715	1004249
11657421	11792184
1285716	1134203
701786	493491
614024	809547
11900792	11689359
1123797	954034
1002941	949397
11869761	11362024
994503	1065509
1202965	1010663
11772042	11456675
1418443	1424707
1204014	812432
11796505	10812455
951069	992733
758437	499893
11503652	11955263
1124006	1086398
1123111	926437
859592	754121
11868965	11659833
1170283	1234275
1196685	1073590
11285660	12004547
1160329	989142
641063	602638
11101863	11902062
970254	1056870
597795	1285966
11660185	11877850
1019902	964390
869491	1256617
10834626	11882741
248707	1099052
234903	845601
209886	1037546
12165246	11805774
1064432	1178108
537825	642439
11453656	11465740
1231215	1361559
1034716	1300107
11988170	12104395
939954	988062
659673	1012597
11573085	10792135
1144592	257758
1154688	247335
11606133	10775825
1448321	1043636
973418	816385
1001154	781347
11825571	11214964
1240172	650578
1017397	759929
11495729	11506621
896834	905459
639500	855132
11349336	11484718
1022146	1952792
944341	603084
11879133	11264610
1008522	1087089
1094708	890900
11851442	11741488
1536181	1097483
1053678	864203
944232	693058
10919058	11758185
637781	1370754
521880	836260
11551474	11526636
887877	738134
937997	726470
11620993	11568524
980845	1003094
691471	850173
12290296	10995435
1056388	484169
1121593	613234
11120439	11038145
1090183	974203
995162	879970
941598	427897
12701956	10474612
801399	218785
810890	213323
11692595	11593801
924354	917323
843516	805222
10852813	11606261
724599	875527
941840	969415
11365211	11477836
952120	1240927
825511	2313105
11593381	11163704
253707	1112634
283248	627864
554058	550989
11726163	11892577
945486	973189
409327	920841
11412867	11118411
1048233	552780
829562	545886
11832887	10494110
977350	285313
642765	295692
11437389	10455877
1531954	265174
1567424	263376
11401101	10855407
955057	688550
539494	638726
681417	970204
11040054	11893217
560306	1115739
545190	531379
11726530	11496568
895521	495371
925909	460228
11476290	11611937
1017741	1123222
1048319	888891
11190250	11299804
